Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,HP Software provided.34616,HP Software provided,,,,,"The HP Software provided column contains the software that is provided with the notebook. This includes security software, productivity software, and other software that is bundled with the notebook. The software is listed as a comma-separated list, and the list may include multiple instances of the same software.",TRUE
Notebooks,SSD memory type.41823,SSD memory type,,,,,"The SSD memory type refers to the type of solid-state drive that is used in a notebook. The most common types of SSDs are TLC, QLC, MLC, and SLC. TLC stands for Triple-Level Cell, QLC stands for Quad-Level Cell, MLC stands for Multi-Level Cell, and SLC stands for Single-Level Cell. Each type of SSD has its own set of characteristics, such as speed, storage capacity, and price.",TRUE
Notebooks,Networking features.1104,Networking features,,,,,"The Networking features column contains the networking features of the notebook. Examples of networking features include Gigabit Ethernet, Fast Ethernet, and WLAN. The column is text.",TRUE
Notebooks,Type.31,Type,,,,,"Personal computer brand or model, for example: 'PC', 'Notebook', 'Mac', 'pc', 'PC'.",TRUE
Notebooks,Width (imperial).4157,Width (imperial),,,,,"Width of the notebook, measured in inches. Note that this is the width of the display, rather than the full width of the notebook (which is generally a few inches larger).",TRUE
Notebooks,Power supply type.514,Power supply type,,,,,"The type of power supply, e.g. AC/DC, AC-only, DC-only. If both AC and DC are supported, both can be listed, separated by a hyphen",TRUE
Notebooks,Number of products included.5456,Number of products included,,,,,The number of products included with the purchase of the notebook. Ranges from 1.0 to 11.0,TRUE
Notebooks,Depth (imperial).5486,Depth (imperial),,,,,"Depth of the notebook, measured in inches. Notebooks with smaller depths can be more portable, but may have less room for components or battery. ', 'min': 7.44, 'max': 16.8",TRUE
Notebooks,Infrared data port.58,Infrared data port,,,,,Boolean value to indicate the presence of infrared data port,TRUE
Notebooks,Floppy drive installed.6783,Floppy drive installed,,,,,"Indicates whether a floppy drive is installed in the notebook. 'True' if a floppy drive is installed, 'False' if not.",TRUE
Notebooks,Ethernet interface type.7484,Ethernet interface type,,,,,"Type of Ethernet interface, e.g. Gigabit Ethernet, 10 Gigabit Ethernet, Fast Ethernet, 10Base-T/100Base-TX, etc.",TRUE
Notebooks,Graphics adapter family.7490,Graphics adapter family,,,,,The brand of the graphics adapter for the notebook.,TRUE
Notebooks,Height (front) (imperial).8279,Height (front) (imperial),,,,,"Height of the notebook from the bottom to the top of the screen in inches, approximately",TRUE
Notebooks,Height (rear) (imperial).8280,Height (rear) (imperial),,,,,"Height of the notebook at its rear in inches, e.g. '1.37', '1.34', '1.28', '1.4', '1.31''. Ensure that the height is stated as a whole number or with a single decimal point. Minimum value: 0.64, Maximum value: 34.9",TRUE
Notebooks,Intel® RealSense Technology.18648,Intel RealSense Technology,,,,,A boolean value that describes whether the laptop uses Intel's RealSense technology or not for gesture recognition.,TRUE
Notebooks,Intel RealSense Snapshot.18649,Intel RealSense Snapshot,,,,,"True for products that have Intel RealSense Snapshot, false for products that do not have Intel RealSense Snapshot",TRUE
Notebooks,Intel RealSense 3D Camera.18650,Intel RealSense 3D Camera,,,,,"A notebook has Intel RealSense 3D Camera as a feature if and only if the value in this column is `True`, `Y` or `Yes`. Otherwise, the notebook does not have Intel RealSense 3D Camera as a feature.",TRUE
Notebooks,On-board graphics adapter memory.21827,On-board graphics adapter memory,,,,,"The on-board graphics adapter memory column contains the amount of memory in gigabytes (GB) that is on the graphics adapter of the notebook. This is typically a dedicated memory that is separate from the main system memory. The minimum value is 0.0625 GB, and the maximum value is 300 GB.",TRUE
Notebooks,Display number of colours.24847,Display number of colours,262144 colours',,,,"The display number of colours refers to the number of colours that can be displayed on the notebook's screen. This can range from a few hundred colours to over 16.78 million colours, depending on the notebook's specifications.",TRUE
Notebooks,Internal modem.12,Internal modem,,,,,"Indicates whether the notebook has an internal modem. If the value is 'True', the notebook has an internal modem. If the value is 'False', the notebook does not have an internal modem.",TRUE
Notebooks,Remote control included.1665,Remote control included,False',,,,Indicates whether or not a remote control is included with the notebook. Options are 'True' or 'False'.,TRUE
Notebooks,TV tuner integrated.2252,TV tuner integrated,,,,,Whether or not the notebook has an integrated TV tuner. TV tuners allow users to watch television on their notebook computer. Values in this column will be True or False.,TRUE
Notebooks,TV-in port.2318,TV-in port,,,,,Whether the notebook product has a TV-in port or not. TV-in ports allow users to connect their laptops to TVs or monitors for larger display. This column will contain a boolean value (True or False).,TRUE
Notebooks,TV-out.3434,TV-out,False',,,,Whether the notebook product has a TV-out connection. TV-out allows users to connect their notebook to a TV or monitor for larger display. TV-out is also known as an external display port.,TRUE
Notebooks,HDD user password.3576,HDD user password,,,,,"A string that indicates whether a hard disk drive (HDD) has a user password set. If the value is 'True', it means that the HDD has a user password set. If the value is 'False', it means that the HDD does not have a user password set.",TRUE
Notebooks,Height (imperial).5478,Height (imperial),,,,,Height of the notebook in inches. The minimum height is 0.39 inches and the maximum height is 2.17 inches.,TRUE
Notebooks,Swivel webcam.6225,Swivel webcam,,,,,"A boolean value that indicates whether the notebook has a webcam that can swivel. If the webcam can swivel, the value is true. If the webcam cannot swivel, the value is false.",TRUE
Notebooks,Power requirements.780,Power requirements,,,,,"The power requirements of the notebook. This includes the voltage, current, and power type (AC or DC).",TRUE
Notebooks,Stylus pen.8064,Stylus pen,False',,,,"A string that indicates whether the notebook product has a stylus pen accessory. If the notebook has a stylus pen, the value will be 'True'. If the notebook does not have a stylus pen, the value will be 'False'.",TRUE
Notebooks,L2 cache.1564,L2 cache,,,,,"Cache memory measuring between 0.5 MB to 8.0 MB, acting as the second level of cache for a notebook.",TRUE
Notebooks,Docking station included.11523,Docking station included,,,,,"Whether or not a docking station is included with the notebook. If included, the docking station allows the notebook to be connected to peripherals such as monitors, keyboards, and mice.",TRUE
Notebooks,Rear camera resolution (numeric).12435,Rear camera resolution (numeric),,,,,"The resolution of the rear camera in megapixels. This can be any positive integer. The minimum resolution is 0.3 MP, and the maximum resolution is 13.0 MP.",TRUE
Notebooks,Weight (tablet mode).16106,Weight (tablet mode),,,,,"The weight of the notebook in tablet mode. The weight should be given in grams and can be a floating point number. Example values: 820.0, 550.0, 580.0, 880.0, 790.0 g. Minimum value: 0.85 g. Maximum value: 2700.0 g.",TRUE
Notebooks,Height (tablet mode).16107,Height (tablet mode),,,,,"The height of the device in tablet mode, measured in millimeters. Note that this is the height of the device when it is folded into tablet mode, which may be different from the height of the unfolded device.",TRUE
Notebooks,Depth (tablet mode).16108,Depth (tablet mode),,,,,"Depth of the notebook in tablet mode, measured in millimeters. Note that this is the depth of the entire notebook, not just the display.",TRUE
Notebooks,Width (tablet mode).16109,Width (tablet mode),,,,,"Width of the notebook in tablet mode, measured in millimeters. The minimum and maximum values for this column are 1.0 mm and 822.0 mm, respectively.",TRUE
Notebooks,Keyboard special features.1008,Keyboard special features,,,,,"A detailed description of the special features of the keyboard for the given notebook computer. This can include water resistance, resistance to crumbs or other debris, backlighting, or other unique attributes.",TRUE
Notebooks,Thunderbolt 4 ports quantity.42349,Thunderbolt 4 ports quantity,"2.0', '1.0'",,1,2,The number of Thunderbolt 4 ports supported by the laptop.,TRUE
Notebooks,Physical Address Extension (PAE).10273,Physical Address Extension (PAE),,,,,"A string column, where False indicates that the physical address extension is not enabled on the device and True indicates that the physical address extension is enabled on the device.",TRUE
Notebooks,Physical Address Extension (PAE).21778,Physical Address Extension (PAE),,,,,"A string column, where False indicates that the physical address extension is not enabled on the device and True indicates that the physical address extension is enabled on the device.",TRUE
Notebooks,Audio decoders.1852,Audio decoders,,,,,"The type of audio decoder installed on the laptop. Returns a string with values such as 'Dolby Audio Premium', 'DTS Studio Sound', 'Dolby Atmos', 'DTS', or 'Dolby Home Theater'.",TRUE
